sport,dport,proto,state,dur,sbytes,spkts,label
10443,80,tcp,FIN,1.005605,1580,12,
17154,6881,tcp,FIN,2.124273,13350,232,
37975,2548,tcp,FIN,0.033901,3182,52,
37108,25,tcp,FIN,0.389917,37492,52,
63549,37061,tcp,FIN,0.117864,3926,66,
64207,6881,tcp,FIN,2.215854,3618,54,
23202,53,udp,CON,0.001033,146,2,
58629,53,udp,CON,0.000961,130,2,
10049,53,udp,CON,0.001073,130,2,
59580,1184,tcp,FIN,0.116189,3926,66,
25324,53,udp,CON,0.001104,146,2,
42422,25,tcp,FIN,0.461941,37492,52,
12475,24129,tcp,FIN,0.04185,320,6,
20071,17257,tcp,FIN,0.060948,3182,52,
15124,143,tcp,FIN,0.613817,7810,122,
40696,53,udp,CON,0.001087,130,2,
65275,53,udp,CON,0.000997,146,2,
13238,16578,tcp,FIN,0.048733,528,10,
35313,53,udp,CON,0.001035,146,2,
15992,11720,tcp,FIN,0.059905,3182,52,
31966,111,udp,CON,0.004648,568,4,
54791,53,udp,CON,0.00109,130,2,
28796,53,udp,CON,0.000907,146,2,
37920,8842,tcp,FIN,0.005003,4016,18,
7367,111,udp,CON,0.004672,568,4,
6199,22,tcp,FIN,0.012532,12472,70,
31294,53,udp,CON,0.001033,146,2,
54570,25,tcp,FIN,0.342761,37492,52,
22757,80,tcp,FIN,1.006875,1684,14,
12222,80,tcp,FIN,0.00404,1044,8,
44098,53,udp,CON,0.001085,146,2,
39232,53,udp,CON,0.001067,130,2,
9036,47856,udp,CON,0.001804,544,4,
10420,53,udp,CON,0.001208,132,2,
1981,52868,tcp,FIN,0.004838,4320,18,
33606,65521,udp,CON,0.001749,528,4,
51917,25,tcp,FIN,0.54004,37808,54,
52681,53,udp,CON,0.001065,146,2,
49158,80,tcp,FIN,0.214833,930,10,Exploits
19080,80,tcp,FIN,0.319956,1278,10,Exploits
32751,80,tcp,FIN,1.006986,1684,14,
27093,53,udp,CON,0.00101,146,2,
17006,20192,tcp,FIN,0.028941,3182,52,
29170,25909,tcp,FIN,0.026959,2542,40,
57585,24612,tcp,FIN,0.051795,3926,66,
25001,80,tcp,FIN,1.191983,1580,12,
18612,16500,tcp,FIN,0.055955,3926,66,
18568,53,udp,CON,0.001137,130,2,
19221,15167,udp,CON,0.001842,528,4,
1903,25,tcp,FIN,0.693814,37808,54,
36886,40833,tcp,FIN,0.059955,3926,66,
26680,57404,tcp,FIN,0.049896,3598,60,
61384,23698,tcp,FIN,0.041013,3926,66,
39627,80,tcp,FIN,1.118377,1580,12,
63843,111,udp,CON,0.004778,568,4,
13582,39777,tcp,FIN,0.051942,3182,52,
1922,19038,tcp,FIN,0.360905,4840,28,
24184,56600,tcp,FIN,0.029948,3286,54,
39627,80,tcp,FIN,1.118377,1580,12,
61313,18430,tcp,FIN,0.032939,3286,54,
16452,25,tcp,FIN,0.533807,37492,52,
34014,53,udp,CON,0.00097,146,2,
55790,143,tcp,FIN,2.128943,7810,122,
56726,80,tcp,FIN,1.011949,1684,14,
10459,50988,tcp,FIN,0.030001,3182,52,
6022,53,udp,CON,0.001155,130,2,
2638,53,udp,CON,0.000986,146,2,
32418,53,udp,CON,0.001044,130,2,
8619,53,udp,CON,0.001019,146,2,
1027,53,udp,CON,0.000952,130,2,
56505,143,tcp,FIN,2.106647,7820,122,
31719,29683,tcp,FIN,0.020871,2542,40,
51608,29388,tcp,FIN,0.036997,3598,60,
1409,21,tcp,FIN,0.027502,2934,52,
44688,24129,tcp,FIN,0.04758,320,6,
49923,48596,tcp,FIN,0.008404,8928,14,
57596,25348,tcp,FIN,0.058488,3598,60,
3074,40095,tcp,FIN,0.005478,424,8,
12939,39125,tcp,FIN,0.044025,4030,68,
9710,16578,tcp,FIN,0.048897,528,10,
2244,11228,tcp,FIN,0.002912,320,6,
4438,25,tcp,FIN,0.03705,37808,54,
13351,40398,tcp,FIN,0.031724,3182,52,
57212,27486,tcp,FIN,0.018262,2542,40,
39794,53,udp,CON,0.001175,130,2,
39794,53,udp,CON,0.001175,130,2,
34504,80,tcp,FIN,0.213982,844,10,Reconnaissance
28347,111,udp,CON,0.004753,568,4,
31434,53,udp,CON,0.001022,146,2,
20441,19178,tcp,FIN,0.006562,4016,18,
10565,42400,tcp,FIN,0.22355,8928,14,
60350,1852,tcp,FIN,0.029889,2542,40,
51334,26510,tcp,FIN,0.028948,3182,52,
27756,53,udp,CON,0.001055,146,2,
51019,57091,tcp,FIN,0.059889,3926,66,
54336,60649,tcp,FIN,0.01726,2542,40,
10299,80,tcp,FIN,1.006069,1580,12,
63268,25,tcp,FIN,0.499215,37808,54,
63502,53,udp,CON,0.000978,146,2,
30847,22283,udp,CON,0.001835,528,4,
53650,52167,tcp,FIN,0.00798,4320,18,
12512,143,tcp,FIN,3.235924,7820,122,
14732,53,udp,CON,0.001062,146,2,
60968,53484,tcp,FIN,0.041201,3598,60,
20708,20278,tcp,FIN,0.030978,3598,60,
63420,34092,udp,CON,0.00161,544,4,
45632,21,tcp,FIN,0.849556,2934,52,
14815,40589,tcp,FIN,0.056461,3926,66,
64054,111,udp,CON,0.004395,568,4,
5035,53,udp,CON,0.001031,146,2,
12621,10611,tcp,FIN,0.046298,3598,60,
46886,21,tcp,FIN,0.219685,2934,52,
4863,16578,tcp,FIN,0.222535,424,8,
37230,111,udp,CON,0.004909,568,4,
36757,14979,udp,CON,0.001837,528,4,
16462,80,tcp,FIN,1.009494,1684,14,
34607,41321,tcp,FIN,0.023837,2542,40,
1152,53,udp,CON,0.001046,130,2,
12985,25,tcp,FIN,0.063788,37492,52,
7386,80,tcp,FIN,20.46006,18890,354,
52568,25,tcp,FIN,0.231107,37808,54,
34616,13199,tcp,FIN,0.05592,3926,66,
43385,42400,tcp,FIN,0.056073,8928,14,
48659,16578,tcp,FIN,0.00498,424,8,
38423,9500,tcp,FIN,0.350007,4840,28,
47651,53,udp,CON,0.001016,130,2,
15029,6881,tcp,FIN,3.948595,23912,424,
20422,143,tcp,FIN,2.604319,7820,122,
13654,34426,tcp,FIN,0.022904,3182,52,
14090,6881,tcp,FIN,3.357723,24328,432,
3792,24129,tcp,FIN,0.002976,320,6,
11152,53,udp,CON,0.001104,146,2,
39381,50841,udp,CON,0.001764,528,4,
4099,24129,tcp,FIN,0.046639,320,6,
29504,80,tcp,FIN,1.009849,1684,14,
8168,111,udp,CON,0.004822,568,4,
60709,110,tcp,FIN,0.989321,1032,22,Exploits
60709,110,tcp,FIN,0.989321,1032,22,Exploits
21210,110,tcp,FIN,1.641879,1800,40,Exploits
22663,111,udp,INT,1.2e-05,168,2,Reconnaissance
43515,42400,tcp,FIN,0.226348,8928,14,
33215,50673,tcp,FIN,0.022487,2646,42,
47851,53791,tcp,FIN,0.018826,2542,40,
32347,53,udp,CON,0.001005,146,2,
64305,17081,tcp,FIN,0.506905,4840,28,
41414,143,tcp,FIN,2.328341,7820,122,
64494,5190,tcp,FIN,0.12111,3848,50,
21163,18042,udp,CON,0.07014,528,4,
42344,80,tcp,FIN,1.014925,1684,14,
15885,6881,tcp,FIN,4.529455,23600,418,
3288,21,tcp,FIN,0.946642,2934,52,
1309,111,udp,CON,0.348363,568,4,
61224,23218,tcp,FIN,0.018417,2542,40,
51089,25180,tcp,FIN,0.037052,3598,60,
32693,33034,tcp,FIN,0.034985,3598,60,
23392,22040,udp,CON,0.250132,544,4,
59768,111,udp,CON,0.367366,568,4,
47841,53,udp,CON,0.001118,146,2,
61513,24347,tcp,FIN,0.045399,3598,60,
59504,22,tcp,FIN,1.692882,12472,70,
46746,143,tcp,FIN,2.892972,7810,122,
0,0,arp,CON,39.190437,56,2,
0,0,arp,CON,39.190437,56,2,
3456,80,tcp,FIN,1.00782,1684,14,
4086,22,tcp,FIN,2.358147,12576,72,
40109,22,tcp,FIN,2.167892,12472,70,
8001,53,udp,CON,0.001109,130,2,
1529,11228,tcp,FIN,0.046357,320,6,
2339,80,tcp,FIN,1.007286,1684,14,
17693,6881,tcp,FIN,5.70052,25264,450,
12441,42400,tcp,FIN,0.006077,8928,14,
14324,53,udp,CON,0.000984,146,2,
40880,6881,tcp,FIN,5.793369,15324,268,
25076,5190,tcp,FIN,0.842213,3848,50,
17131,53,udp,CON,0.00104,130,2,
45253,53,udp,CON,0.000975,146,2,
42590,4647,tcp,FIN,0.021955,2542,40,
49089,47649,tcp,FIN,0.038082,3598,60,
21060,41724,udp,CON,0.145129,528,4,
9617,21,tcp,FIN,0.02612,2934,52,
12196,38689,tcp,FIN,0.502573,4536,28,
60092,20929,tcp,FIN,0.718478,4840,28,
16749,6881,tcp,FIN,5.117943,25160,448,
50100,53,udp,CON,0.001094,146,2,
62504,60029,tcp,FIN,0.020892,3182,52,
45006,25,tcp,FIN,0.034291,37492,52,
24535,23190,tcp,FIN,0.717082,4536,28,
10549,24129,tcp,FIN,0.002897,320,6,
11554,16578,tcp,FIN,0.004998,424,8,
37480,25,tcp,FIN,0.039664,37808,54,
38866,42383,udp,CON,0.002167,544,4,
9823,111,udp,CON,0.031197,568,4,
18542,111,udp,CON,0.397339,568,4,
43357,111,tcp,FIN,0.658651,564,10,Reconnaissance
34248,80,tcp,FIN,0.22473,1198,10,Exploits
60190,20866,tcp,FIN,0.760386,4840,28,
23013,19801,udp,CON,0.062159,528,4,
2749,33419,tcp,FIN,0.012548,2542,40,
60452,55374,tcp,FIN,0.024893,3598,60,
49835,47945,tcp,FIN,0.030724,3926,66,
30327,53,udp,CON,0.001048,146,2,
59209,111,udp,CON,0.376192,568,4,
60643,24014,udp,CON,0.071095,544,4,
20027,18131,tcp,FIN,0.031005,3926,66,
21647,111,udp,CON,0.206225,568,4,
4758,53,udp,CON,0.001043,130,2,
55792,24287,tcp,FIN,0.012883,2542,40,
1079,55216,tcp,FIN,0.023991,3598,60,
5072,53,udp,CON,0.001078,146,2,
43741,80,tcp,FIN,1.046774,1684,14,
20914,40095,tcp,FIN,0.22348,424,8,
63356,53,udp,CON,0.001246,146,2,
45703,143,tcp,FIN,0.032095,7810,122,
46237,2549,tcp,FIN,0.020145,3182,52,
58063,53,udp,CON,0.00113,146,2,
18844,21,tcp,FIN,0.844686,2934,52,
21841,48596,tcp,FIN,0.222417,8928,14,
27757,55440,tcp,FIN,0.028024,3926,66,
55953,25917,tcp,FIN,0.022846,3182,52,
55553,60467,tcp,FIN,0.759539,4536,28,
21358,12700,tcp,FIN,0.024004,3598,60,
64271,25,tcp,FIN,0.021448,37492,52,
1752,23422,tcp,FIN,0.024006,3598,60,
29939,80,tcp,FIN,1.033008,1684,14,
7145,80,tcp,FIN,1.005129,1580,12,
39429,24129,tcp,FIN,0.003213,320,6,
44584,21,tcp,FIN,0.49061,2934,52,
41004,3576,tcp,FIN,0.03409,3598,60,
37717,53,udp,CON,0.00103,146,2,
23598,64524,tcp,FIN,0.012824,2542,40,
7105,53,udp,CON,0.001101,130,2,
34944,53,udp,CON,0.001102,130,2,
59570,1371,tcp,FIN,0.038196,2542,40,
40530,38531,tcp,FIN,0.050913,2542,40,
24171,25,tcp,FIN,0.023214,37808,54,
41217,42400,tcp,FIN,0.222642,8928,14,
41182,22,tcp,FIN,5.671798,24656,236,
24204,22830,tcp,FIN,1.141435,4840,28,
32002,80,tcp,FIN,1.040083,1580,12,
45122,53,udp,CON,0.001081,146,2,
58383,53,udp,CON,0.001121,146,2,
38297,16578,tcp,FIN,0.00366,528,10,
9500,53,udp,CON,0.001065,146,2,
60976,8022,tcp,FIN,0.258501,1306,10,Generic
44700,80,tcp,FIN,0.249409,1802,10,Exploits
28431,80,tcp,FIN,0.004025,1032,8,
54422,53,udp,CON,0.001073,132,2,
60812,5190,tcp,FIN,0.127,3848,50,
30891,21485,tcp,FIN,0.050654,3702,62,
29433,6881,tcp,FIN,0.01367,1540,16,
53135,40095,tcp,FIN,0.008463,424,8,
44228,111,udp,CON,0.005254,568,4,
49649,53,udp,CON,0.000995,146,2,
57163,22,tcp,FIN,4.123945,24240,228,
1397,6881,tcp,FIN,0.016712,1540,16,
32693,11228,tcp,FIN,0.004472,320,6,
51806,6881,tcp,FIN,0.28347,13142,228,
27245,53,udp,CON,0.001016,146,2,
54054,30513,tcp,FIN,0.033824,2438,38,
11257,80,tcp,FIN,1.207972,1684,14,
44433,48894,tcp,FIN,0.07125,3926,66,
48305,53,udp,CON,0.00102,146,2,
15011,143,tcp,FIN,0.798788,7820,122,
9849,44247,udp,CON,0.002085,528,4,
8733,80,tcp,FIN,1.004662,1580,12,
51145,21,tcp,FIN,0.137035,2934,52,
47873,48596,tcp,FIN,0.009587,8928,14,
10989,39370,tcp,FIN,0.007131,4320,18,
6022,53820,tcp,FIN,0.050907,3182,52,
43091,25,tcp,FIN,0.046099,37808,54,
29984,53,udp,CON,0.001049,130,2,
31238,6881,tcp,FIN,0.637081,12934,224,
19639,42400,tcp,FIN,0.004072,8928,14,
21230,63298,tcp,FIN,0.043115,2542,40,
62795,16578,tcp,FIN,0.00437,424,8,
58665,53,udp,CON,0.001041,130,2,
13244,53,udp,CON,0.001037,130,2,
9444,53,udp,CON,0.001064,146,2,
16873,21,tcp,FIN,0.08772,2934,52,
23526,53,udp,CON,0.00105,130,2,
61945,53,udp,CON,0.001068,146,2,
56055,53,udp,CON,0.001074,146,2,
15141,53,udp,CON,0.00104,130,2,
6392,5190,tcp,FIN,0.455277,3952,52,
28799,80,tcp,FIN,1.011825,1684,14,
12954,38540,tcp,FIN,0.040021,3926,66,
63950,24129,tcp,FIN,0.003144,320,6,
1377,22,tcp,FIN,1.280883,12472,70,
53709,6881,tcp,FIN,0.960891,12934,224,
11275,10707,tcp,FIN,0.037963,3286,54,
37726,40358,tcp,FIN,0.019938,3182,52,
15044,143,tcp,FIN,0.033632,7810,122,
33139,6881,tcp,FIN,1.05966,3618,54,
43794,25,tcp,FIN,0.331808,37492,52,
64032,15680,tcp,FIN,0.029858,3926,66,
28245,25,tcp,FIN,0.023059,37808,54,
1265,17771,tcp,FIN,0.02695,3598,60,
25830,80,tcp,FIN,1.006096,1580,12,
11426,52867,udp,CON,0.036079,544,4,
38889,9171,tcp,FIN,0.027766,3926,66,
5100,53,udp,CON,0.000973,146,2,
53051,31389,tcp,FIN,0.030097,3926,66,
53125,53921,tcp,FIN,0.350779,4840,28,
51720,53,udp,CON,0.001029,146,2,
9204,42970,tcp,FIN,0.014026,2542,40,
9236,111,udp,CON,0.081147,568,4,
28438,65082,udp,CON,0.001803,544,4,
54350,143,tcp,FIN,1.23681,7810,122,
38882,80,tcp,FIN,1.008672,1684,14,
47376,53,udp,CON,0.001094,146,2,
9594,44828,tcp,FIN,0.02107,3182,52,
12268,37926,tcp,FIN,0.012847,2542,40,
38326,11059,tcp,FIN,0.02399,3598,60,
31055,111,udp,CON,0.00591,568,4,
31851,33500,tcp,FIN,0.021035,3182,52,
45490,12492,tcp,FIN,0.026999,3598,60,
27050,111,udp,CON,0.004485,568,4,
54106,29307,udp,CON,0.002088,528,4,
46770,25,tcp,FIN,0.173881,37808,54,
29492,28260,tcp,FIN,0.005032,4016,18,
15439,80,tcp,FIN,0.202388,934,10,Exploits
54799,139,tcp,FIN,1.723597,35534,50,Exploits
58220,29517,tcp,FIN,0.024888,3598,60,
35533,12082,tcp,FIN,0.025965,3598,60,
51207,26027,tcp,FIN,0.115765,3926,66,
54394,53,udp,CON,0.001085,146,2,
7613,25,tcp,FIN,0.528979,37492,52,
24429,143,tcp,FIN,1.494755,7820,122,
16162,15246,tcp,FIN,0.063012,3598,60,
12662,53,udp,CON,0.001058,146,2,
15455,35131,tcp,FIN,0.027911,2542,40,
31839,80,tcp,FIN,1.112933,1580,12,
26434,53,udp,CON,0.001072,146,2,
17875,37272,tcp,FIN,0.05181,2542,40,
20062,53,udp,CON,0.001134,146,2,
19291,17319,tcp,FIN,0.049615,2542,40,
26888,63140,tcp,FIN,0.049062,3182,52,
12719,38889,tcp,FIN,0.382528,4536,28,
63836,63740,tcp,FIN,0.113305,3702,62,
51562,57804,tcp,FIN,0.013942,2542,40,
57866,80,tcp,FIN,1.109713,1580,12,
53158,111,udp,CON,0.004543,568,4,
13079,111,udp,CON,0.076413,568,4,
43915,48735,tcp,FIN,0.004908,4320,18,
59582,80,tcp,FIN,1.005582,1580,12,
35703,80,tcp,FIN,1.100947,1580,12,
48931,49359,udp,CON,0.00174,528,4,
49487,111,udp,CON,0.004731,568,4,
12835,53,udp,CON,0.001039,130,2,
34120,21,tcp,FIN,0.025687,2934,52,
35018,53,udp,CON,0.001046,146,2,
13862,53,udp,CON,0.001055,146,2,
4585,111,udp,CON,0.004621,568,4,
30269,51386,tcp,FIN,0.019949,3182,52,
53360,29810,tcp,FIN,0.056994,3926,66,
5846,43735,udp,CON,0.001747,544,4,
6939,43553,tcp,FIN,0.348172,4536,28,
37172,11228,tcp,FIN,0.00296,320,6,
14582,6768,udp,CON,0.036138,528,4,
3460,2204,tcp,FIN,0.005076,4016,18,
16742,25,tcp,FIN,0.020658,37492,52,
16598,40095,tcp,FIN,0.004952,424,8,
2392,51131,udp,CON,0.001727,544,4,
63675,48596,tcp,FIN,0.004366,8928,14,
49613,25,tcp,FIN,0.892683,5135,24,Exploits
60078,111,udp,INT,1.2e-05,168,2,Reconnaissance
17494,34785,tcp,FIN,0.028831,3926,66,
28392,32821,tcp,FIN,0.024934,3598,60,
31833,57320,tcp,FIN,0.012562,2542,40,
29883,27975,tcp,FIN,0.012516,2542,40,
22895,111,udp,CON,0.47305,568,4,
17296,22,tcp,FIN,0.012967,12472,70,
62797,111,udp,CON,0.088166,568,4,
15623,14373,tcp,FIN,0.395314,4840,28,
21434,19531,tcp,FIN,0.013193,2542,40,
58187,80,tcp,FIN,1.21796,1684,14,
19873,65033,tcp,FIN,0.024662,3598,60,
21181,19884,tcp,FIN,0.470568,4536,28,
33175,143,tcp,FIN,0.032539,7820,122,
15794,36963,tcp,FIN,0.019993,3182,52,
56064,53,udp,CON,0.001098,146,2,
30067,29700,tcp,FIN,0.026963,3598,60,
31714,53,udp,CON,0.000989,130,2,
24329,65262,udp,CON,0.217113,544,4,
52483,56601,tcp,FIN,0.012851,2542,40,
30055,25195,tcp,FIN,0.023948,3598,60,
1643,36766,udp,CON,0.036219,544,4,
15004,80,tcp,FIN,1.004698,1580,12,
1932,53,udp,CON,0.001063,130,2,
44911,25,tcp,FIN,0.03282,37808,54,
57775,80,tcp,FIN,1.004756,1684,14,
49773,21,tcp,FIN,0.846666,2934,52,
1753,53,udp,CON,0.001049,130,2,
48496,53,udp,CON,0.001115,130,2,
10288,8385,tcp,FIN,0.027806,3926,66,
45485,53,udp,CON,0.001078,146,2,
8737,51111,tcp,FIN,0.020106,3182,52,
43361,40095,tcp,FIN,0.048544,528,10,
48649,11228,tcp,FIN,0.049415,320,6,
39051,25,tcp,FIN,0.458873,37808,54,
52694,5190,tcp,FIN,2.722176,3848,50,
61208,62020,tcp,FIN,0.383534,4536,28,
15719,53,udp,CON,0.001029,146,2,
42166,48596,tcp,FIN,0.223568,8928,14,
45179,53,udp,CON,0.001116,146,2,
34779,53,udp,CON,0.001057,130,2,
20258,80,tcp,FIN,0.267899,924,10,Exploits
22063,143,tcp,FIN,1.080897,1430,28,Exploits
39155,80,tcp,FIN,0.285984,766,10,DoS
40817,22,tcp,FIN,1.158833,12472,70,
23536,39766,tcp,FIN,0.029976,3598,60,
55346,111,udp,CON,0.004642,568,4,
62692,53,udp,CON,0.001015,130,2,
60951,59027,tcp,FIN,0.013954,2542,40,
59328,5190,tcp,FIN,4.27816,13776,174,
54088,32895,tcp,FIN,0.026974,3182,52,
22143,40095,tcp,FIN,0.225139,424,8,
65381,11228,tcp,FIN,0.003014,320,6,
1990,21,tcp,FIN,0.869745,2934,52,
63768,80,tcp,FIN,1.090086,1684,14,
26949,60718,udp,CON,0.001798,544,4,
31336,27935,tcp,FIN,0.026646,3182,52,
20100,53,udp,CON,0.001047,146,2,
22926,48596,tcp,FIN,0.047059,8928,14,
33094,50363,tcp,FIN,0.115306,3926,66,
21618,25,tcp,FIN,0.292877,37808,54,
53034,53,udp,CON,0.001006,130,2,
30703,53,udp,CON,0.001031,146,2,
28097,54401,tcp,FIN,0.004893,4016,18,
13138,5190,tcp,FIN,2.533187,3640,46,
60185,20799,tcp,FIN,0.006594,4320,18,
38264,5091,tcp,FIN,0.040905,3598,60,
43161,49435,tcp,FIN,0.051085,2542,40,
11484,80,tcp,FIN,0.004032,1032,8,
3777,48178,tcp,FIN,0.238895,3598,60,
36610,16787,tcp,FIN,0.14312,3182,52,
6147,53,udp,CON,0.000996,130,2,
4710,11228,tcp,FIN,0.046482,320,6,
21013,41697,udp,CON,0.001846,528,4,
53821,80,tcp,FIN,1.004693,1580,12,
43539,40095,tcp,FIN,0.04902,424,8,
44663,24129,tcp,FIN,0.347294,320,6,
34729,60020,tcp,FIN,0.096044,3702,62,
47383,53690,tcp,FIN,0.123799,3926,66,
46746,47180,tcp,FIN,0.128979,3286,54,
40257,6881,tcp,FIN,0.013703,1540,16,
36426,34298,tcp,FIN,0.053236,2542,40,
49428,143,tcp,FIN,1.993854,7810,122,
17033,6881,tcp,FIN,0.016739,1540,16,
6515,48596,tcp,FIN,0.301903,8928,14,
48359,2312,tcp,FIN,0.189226,3926,66,
6194,143,tcp,FIN,2.281664,7810,122,
34978,6881,tcp,FIN,0.323572,13246,230,
39435,53,udp,CON,0.00104,132,2,
41876,37896,tcp,FIN,0.022005,2542,40,
63648,53,udp,CON,0.001131,146,2,
62529,111,udp,CON,0.006205,568,4,
64008,143,tcp,FIN,2.111722,7810,122,
47328,80,tcp,FIN,0.256012,822,10,DoS
4812,53,udp,CON,0.000993,132,2,
3693,53,udp,CON,0.000975,130,2,
10542,42400,tcp,FIN,0.424024,8928,14,
7679,6881,tcp,FIN,0.01354,1540,16,
51707,24129,tcp,FIN,0.246364,320,6,
3715,21,tcp,FIN,1.177707,2934,52,
16167,6881,tcp,FIN,1.064677,3722,56,
49175,33761,tcp,FIN,0.049923,2542,40,
50297,29671,tcp,FIN,0.364878,4840,28,
12361,6881,tcp,FIN,0.016597,1540,16,
4496,111,udp,CON,0.124239,568,4,
20290,5190,tcp,FIN,0.123203,3848,50,
5384,25,tcp,FIN,0.024473,37808,54,
28436,111,udp,CON,0.00477,568,4,
51360,24046,udp,CON,0.00171,528,4,
25779,53,udp,CON,0.001013,130,2,
54993,143,tcp,FIN,0.613746,7820,122,
4812,53,udp,CON,0.000993,132,2,
63600,22,tcp,FIN,2.691779,12576,72,
25779,53,udp,CON,0.001013,130,2,
63007,80,tcp,FIN,1.022863,1684,14,
9676,16578,tcp,FIN,0.227819,424,8,
24230,22229,tcp,FIN,0.037261,2542,40,
21342,53,udp,CON,0.00099,146,2,
15293,6881,tcp,FIN,0.966962,13246,230,
18962,16754,tcp,FIN,0.108801,3926,66,
49772,53,udp,CON,0.001038,146,2,
42457,80,tcp,FIN,0.004083,1032,8,
42505,30673,udp,CON,0.036193,544,4,
22616,62791,tcp,FIN,0.054902,3598,60,
14383,6881,tcp,FIN,0.662494,12830,222,
7812,21,tcp,FIN,1.763493,2934,52,
1398,45702,tcp,FIN,0.027977,3598,60,
27747,53,udp,CON,0.00096,130,2,
6459,143,tcp,FIN,1.010805,7820,122,
57020,21,tcp,FIN,1.314635,2934,52,
21755,41595,udp,CON,0.036051,528,4,
9768,45782,tcp,FIN,0.031757,2646,42,
44118,9502,tcp,FIN,0.065978,3598,60,
53415,42400,tcp,FIN,0.219728,8928,14,
19768,111,udp,CON,0.275288,568,4,
35258,53,udp,CON,0.000989,130,2,
20714,53,udp,CON,0.000933,132,2,
36180,11228,tcp,FIN,0.045314,320,6,
19408,22650,tcp,FIN,0.037881,3598,60,
39382,44274,tcp,FIN,0.530498,4536,28,
23518,80,tcp,FIN,0.039472,1032,8,
7975,6483,tcp,FIN,0.592566,4536,28,
40238,53,udp,CON,0.000943,132,2,
21027,63003,tcp,FIN,0.015853,2542,40,
8655,2919,udp,CON,0.121078,544,4,
21196,63350,tcp,FIN,0.051205,2542,40,
30955,16578,tcp,FIN,0.229757,424,8,
33906,80,tcp,FIN,0.004246,1032,8,
19658,20849,tcp,FIN,0.046035,3598,60,
44093,22,tcp,FIN,1.805952,12472,70,
8732,6881,tcp,FIN,0.32199,13038,226,
58777,80,tcp,FIN,1.013934,1684,14,
1078,6881,tcp,FIN,0.021063,1540,16,
37001,6881,tcp,FIN,0.017625,1540,16,
38180,9591,tcp,FIN,0.043259,3702,62,
41800,10117,tcp,FIN,0.031571,2542,40,
45151,111,udp,CON,0.261164,568,4,
23287,25,tcp,FIN,0.785885,5388,22,Exploits
8042,80,tcp,FIN,0.249504,822,10,Reconnaissance
57313,6881,tcp,FIN,0.36376,1540,16,
9711,6881,tcp,FIN,1.268674,12830,222,
30290,28888,tcp,FIN,0.072669,3598,60,
259,49320,icmp,URH,0,2136,6,
49320,0xc0a8,icmp,URH,0,2136,6,
55930,5190,tcp,FIN,0.120054,3744,48,
61147,23310,tcp,FIN,0.051599,2542,40,
5573,53,udp,CON,0.001017,146,2,
24739,6881,tcp,FIN,0.303801,1540,16,
27436,25127,tcp,FIN,0.031249,3182,52,
42636,3365,tcp,FIN,0.216785,3926,66,
56723,27018,tcp,FIN,0.051576,3926,66,
22816,59459,tcp,FIN,0.39538,4840,28,
23700,21024,tcp,FIN,0.096288,3598,60,
32052,51385,tcp,FIN,0.057078,2542,40,
26775,143,tcp,FIN,0.476837,7810,122,
4334,32526,tcp,FIN,0.153107,3182,52,
18511,48596,tcp,FIN,0.217425,8928,14,
49638,6619,tcp,FIN,0.185074,3182,52,
23182,22,tcp,FIN,3.817916,24240,228,
16269,6881,tcp,FIN,1.542216,13038,226,
17692,40095,tcp,FIN,0.22506,424,8,
37190,21,tcp,FIN,1.051672,2934,52,
61010,53,udp,CON,0.001035,130,2,
32739,30808,tcp,FIN,0.12987,2542,40,
50667,53365,tcp,FIN,0.130966,3598,60,
42831,5190,tcp,FIN,0.537121,3848,50,
49102,3107,tcp,FIN,0.195767,3926,66,
55311,39073,tcp,FIN,0.039103,3598,60,
17005,53,udp,CON,0.001104,146,2,
15046,25,tcp,FIN,0.034182,37808,54,
64762,53,udp,CON,0.00104,146,2,
9839,53,udp,CON,0.001133,146,2,
58655,53,udp,CON,0.001043,146,2,
58655,53,udp,CON,0.001043,146,2,
35935,22,tcp,FIN,0.016693,12368,68,
54747,143,tcp,FIN,0.037743,7820,122,
9568,45421,tcp,FIN,0.115784,3926,66,
18538,25,tcp,FIN,0.367718,37808,54,
62075,53,udp,CON,0.001153,130,2,
47543,80,tcp,FIN,30.169136,18474,346,
55430,6881,tcp,FIN,2.076308,13454,234,
7321,80,tcp,FIN,1.08433,1684,14,
7979,4886,tcp,FIN,0.147019,3182,52,
11244,53,udp,CON,0.001008,146,2,
35051,53,udp,CON,0.001026,146,2,
28696,25,tcp,FIN,2.191221,386544,310,Exploits
33674,80,tcp,FIN,0.157111,956,10,Exploits
21637,111,udp,INT,1.1e-05,168,2,Reconnaissance
38247,6881,tcp,FIN,3.041753,13454,234,
22462,80,tcp,FIN,1.005065,1580,12,
44592,53,udp,CON,0.001007,130,2,
46451,52770,tcp,FIN,0.020114,2542,40,
14929,24129,tcp,FIN,0.003095,320,6,
11428,80,tcp,FIN,1.052979,1684,14,
39398,53,udp,CON,0.001013,146,2,
11172,53,udp,CON,0.001016,130,2,
26630,6881,tcp,FIN,3.124701,13662,238,
24837,5190,tcp,FIN,0.915104,3848,50,
36274,42400,tcp,FIN,0.006909,8928,14,
11722,11228,tcp,FIN,0.046412,320,6,
5719,49915,tcp,FIN,0.046584,3926,66,
27930,53,udp,CON,0.00101,146,2,
37382,16578,tcp,FIN,0.00769,424,8,
36558,6881,tcp,FIN,3.461553,13766,240,
